target_name,lambda,method,dt,n,t,energy,energy_gap,mean_error_to_star,cov_error_to_star,ode_mean_error,ode_cov_error,min_eig_C,max_eig_C,is_spd,energy_increase,wall_time_cumulative
gaussian_posterior,0.01,riemannian,0.001,0,0.0,50.76,50.76,14.142135623730951,98.00127550190355,0.0,0.0,0.5,2.0,1,0,0.0
gaussian_posterior,0.01,riemannian,0.001,37,0.037,48.904259292262154,50.2068443852562,14.006572921537725,97.92740623113191,3.821395135031305e-06,1.1500671337485329e-06,0.5092512785620025,2.073823433927848,1,0,0.0021449999999996194
gaussian_posterior,0.01,riemannian,0.001,74,0.074,47.08409941916138,48.386684512155426,13.87204669476723,97.85087264081675,8.88422522186927e-06,2.2489930987107963e-06,0.518496267786543,2.1503120560663014,1,0,0.004201001999999399
gaussian_posterior,0.01,riemannian,0.001,111,0.111,45.30064108540688,46.603226178400924,13.738662868110872,97.7715830243042,1.5821211245549732e-05,3.2975759935953727e-06,0.5277286526525806,2.2295576012213942,1,0,0.006262043999999634
gaussian_posterior,0.01,riemannian,0.001,148,0.148,43.554905482847026,44.85749057584107,13.606523770502745,97.68944285111678,2.4863660266266258e-05,4.2968633264011206e-06,0.5369421524846634,2.311654625582541,1,0,0.008341462999999827
gaussian_posterior,0.01,riemannian,0.001,185,0.185,41.84781223167599,43.15039732467003,13.47572771144386,97.60435470563955,3.605180187018854e-05,5.2481647000410195e-06,0.5461305379799997,2.396700567984141,1,0,0.010439757000000327
gaussian_posterior,0.01,riemannian,0.001,222,0.222,40.18017790147034,41.48276299446438,13.346368573814644,97.51621822655383,4.934507636054166e-05,6.153053252039161e-06,0.5552876479391607,2.484795810433785,1,0,0.012501090000000659
gaussian_posterior,0.01,riemannian,0.001,259,0.259,38.55271511266391,39.855300205657954,13.218535426337061,97.4249300472344,6.466647949331182e-05,7.01336059563154e-06,0.5644074056056478,2.5760437376913625,1,0,0.014564671000000917
gaussian_posterior,0.01,riemannian,0.001,296,0.296,36.9660322135119,38.268617306505945,13.09231215873326,97.33038373734354,8.192019128990697e-05,7.831182514587897e-06,0.5734838345234305,2.6705507956654704,1,0,0.016609792000002788
gaussian_posterior,0.01,riemannian,0.001,333,0.333,35.420633522211574,36.72321861520562,12.967777142473881,97.23246974587387,0.0001009991171383254,8.608862018387968e-06,0.5825110738262268,2.76842654837474,1,0,0.01865479200000264
gaussian_posterior,0.01,riemannian,0.001,370,0.37,33.91692011871244,35.21950521170648,12.845002919817508,97.13107534591185,0.00012178858306983686,9.348980987911714e-06,0.5914833928778023,2.8697837332022034,1,0,0.020696331000003898
gaussian_posterior,0.01,riemannian,0.001,407,0.40700000000000003,32.455191165929726,33.75777625892377,12.724055923613486,97.02608458141414,0.00014416851515877165,1.0054363635828625e-05,0.600395205188746,2.974738314149893,1,0,0.022725792000001466
gaussian_posterior,0.01,riemannian,0.001,444,0.444,31.03564573563878,32.338230828632824,12.604996230076903,96.91737821630998,0.0001680148770954164,1.0728066174910108e-05,0.6092410815419866,3.08340953277957,1,0,0.02475558600000216
gaussian_posterior,0.01,riemannian,0.001,481,0.481,29.658385110320918,30.960970203314965,12.487877346448034,96.80483368626648,0.0001932007374807155,1.1373357635000044e-05,0.6180157622666375,3.1959199565026766,1,0,0.026783003000000694
gaussian_posterior,0.01,riemannian,0.001,518,0.518,28.323415528702892,29.62600062169694,12.372746035123868,96.68832505347551,0.00021959725338962813,1.1993712765816926e-05,0.6267141686075066,3.312395523859309,1,0,0.0288163740000007
gaussian_posterior,0.01,riemannian,0.001,555,0.555,27.030651339713454,28.3332364327075,12.25964217550019,96.5677229648466,0.00024707440278866073,1.2592775896582154e-05,0.6353314131456719,3.4329655864014725,1,0,0.030844999999999345
gaussian_posterior,0.01,riemannian,0.001,592,0.592,25.779918527094907,27.082503620088954,12.148598664393473,96.44289461401462,0.00027550173791538325,1.3174336571842583e-05,0.6438628092337787,3.557762946770657,1,0,0.032868499000000106
gaussian_posterior,0.01,riemannian,0.001,629,0.629,24.570958564969793,25.87354365796384,12.039641355529023,96.31370370759741,0.0003047491888087926,1.3742315409532566e-05,0.6523038794180871,3.686923892533702,1,0,0.03489549599999986
gaussian_posterior,0.01,riemannian,0.001,666,0.666,23.403432563274688,24.706017656268735,11.932789038190453,96.1800104361654,0.00033468775304578823,1.430073391447681e-05,0.660650362827671,3.8205882253138546,1,0,0.036927584000000735
gaussian_posterior,0.01,riemannian,0.001,703,0.7030000000000001,22.276925661128395,23.579510754122442,11.82805345473207,96.04167145041278,0.00036519010017977733,1.485367457237404e-05,0.668898221519427,3.95889928472643,1,0,0.03895325600000055
gaussian_posterior,0.01,riemannian,0.001,740,0.74,21.19095162588574,22.49353671887979,11.725439356267229,95.89853984304823,0.00039613125639879307,1.5405255268295006e-05,0.6770436457756174,4.102003966600137,1,0,0.04097917399999984
gaussian_posterior,0.01,riemannian,0.001,777,0.777,20.144957615815862,21.44754270880991,11.624944595467873,95.75046513695172,0.0004273890443518248,1.5959572917062788e-05,0.6850830583584661,4.250052734936333,1,0,0.04299650600000193
gaussian_posterior,0.01,riemannian,0.001,814,0.8140000000000001,19.138329065005756,20.440914157999803,11.526560255050038,95.59729328017352,0.00045884461450415126,1.6520665389509622e-05,0.6930131177337556,4.403199627029227,1,0,0.04501542200000319
gaussian_posterior,0.01,riemannian,0.001,851,0.851,18.170394650188,19.472979743182048,11.43027081018359,95.43886664838082,0.0004903830241465423,1.7092485257868388e-05,0.7008307202823487,4.561602251140595,1,0,0.047024590000002586
gaussian_posterior,0.01,riemannian,0.001,888,0.888,17.240431300684204,18.54301639367825,11.336054322756706,95.27502405538733,0.0005218937353256133,1.7678868917168953e-05,0.7085330015250915,4.725421776092676,1,0,0.04906788300000242
gaussian_posterior,0.01,riemannian,0.001,925,0.925,16.34766921449804,17.650254307492087,11.24388266515257,95.10560077243038,0.0005532707260347876,1.8283464466809747e-05,0.7161173363924872,4.89482291211369,1,0,0.05108196700000134
gaussian_posterior,0.01,riemannian,0.001,962,0.962,15.491296845733173,16.793881938727218,11.15372177096085,94.93042855689032,0.0005844132682102219,1.8909756006278814e-05,0.7235813385759554,5.069973882240642,1,0,0.053096470000002505
gaussian_posterior,0.01,riemannian,0.001,999,0.999,14.67046583090482,15.973050923898867,11.06553190985397,94.7493356911749,0.0006152260353165469,1.956101025476892e-05,0.730922859002222,5.251046383555552,1,0,0.05510863700000179
gaussian_posterior,0.01,riemannian,0.001,1036,1.036,13.88429582430637,15.186880917300417,10.97926798370972,94.56214703252054,0.0006456187527286963,2.0240183425702544e-05,0.7381399834765763,5.438215537502784,1,0,0.05712005600000225
gaussian_posterior,0.01,riemannian,0.001,1073,1.073,13.13187921533605,14.434464308330096,10.894879840959335,94.36868407448884,0.0006755077946938775,2.0950076261605884e-05,0.7452310295442068,5.631659828508292,1,0,0.05911776700000315
gaussian_posterior,0.01,riemannian,0.001,1110,1.11,12.412285703534558,13.714870796528604,10.812312606084014,94.1687650209627,0.0007048149414605159,2.169315418929809e-05,0.7521945426217435,5.831561030095752,1,0,0.06111964200000264
gaussian_posterior,0.01,riemannian,0.001,1147,1.147,11.724566709986567,13.027151802980612,10.731507021172009,93.9622048734711,0.000733468010911205,2.2471611737675346e-05,0.7590292914533403,6.038104117670236,1,0,0.06316976500000182
gaussian_posterior,0.01,riemannian,0.001,1184,1.184,11.06775960665461,12.370344699648655,10.652399796481879,93.74881553269283,0.0007614016764348803,2.328745710173544e-05,0.7657342629473154,6.251477167118469,1,0,0.06517459700000172
gaussian_posterior,0.01,riemannian,0.001,1221,1.221,10.44089174810295,11.743476841096996,10.574923967032252,93.52840591500959,0.0007885560165071718,2.4142356488412625e-05,0.7723086564503617,6.4718712383548676,1,0,0.06716767700000137
gaussian_posterior,0.01,riemannian,0.001,1258,1.258,9.842984292896961,11.145569385891008,10.49900925235113,93.30078208499557,0.0008148775726312544,2.503776890557111e-05,0.7787518775169034,6.699480242926144,1,0,0.06917005600000081
gaussian_posterior,0.01,riemannian,0.001,1295,1.295,9.273055804697119,10.575640897691166,10.424582416664936,93.06574740474352,0.0008403194944367636,2.5974974076653338e-05,0.7850635312310668,6.9345007947740225,1,0,0.07121343200000085
gaussian_posterior,0.01,riemannian,0.001,1332,1.332,8.730125625681461,10.032710718675506,10.35156762698376,92.82310270093656,0.0008648401763262919,2.695496895460545e-05,0.791243415138281,7.177132043246522,1,0,0.07404846900000095
gaussian_posterior,0.01,riemannian,0.001,1369,1.369,8.213217017400476,9.515802110394521,10.279886806740553,92.57264645058032,0.0008884044990106968,2.797861953442447e-05,0.7972915118425253,7.427575487443509,1,0,0.07621609600000134
gaussian_posterior,0.01,riemannian,0.001,1406,1.4060000000000001,7.721360066478976,9.023945159473023,10.20945998286252,92.31417498630873,0.0009109831882194336,2.9046627772878514e-05,0.803207981323894,7.686034770982704,1,0,0.07843717600000177
gaussian_posterior,0.01,riemannian,0.001,1443,1.443,7.253594354713018,8.556179447707063,10.140205624387887,92.04748272217128,0.0009325520942438619,3.015951624000698e-05,0.8089931530294431,7.95271545627849,1,0,0.08057742900000253
gaussian_posterior,0.01,riemannian,0.001,1480,1.48,6.808971395059347,8.111556488053392,10.072040970985093,91.77236240079701,0.0009530929814707192,3.1317719310669986e-05,0.814647517788236,8.22782477743836,1,0,0.08270638900000282
gaussian_posterior,0.01,riemannian,0.001,1517,1.5170000000000001,6.386556836772151,7.689141929766197,10.004882349979574,91.48860536281059,0.0009725926465907654,3.252154995094798e-05,0.8201717195992547,8.511571370901438,1,0,0.08483897100000348
gaussian_posterior,0.01,riemannian,0.001,1554,1.554,5.985432444504515,7.288017537498561,9.93864548074083,91.19600183934902,0.0009910425797798406,3.377122190517134e-05,0.8255665473382986,8.80416498297116,1,0,0.08702888500000183
gaussian_posterior,0.01,riemannian,0.001,1591,1.591,5.6046978575611925,6.907282950555238,9.87324576552517,90.8943412684912,0.0010084393529399274,3.5066885615692854e-05,0.8308329264273464,9.105816153429473,1,0,0.08917334200000315
gaussian_posterior,0.01,riemannian,0.001,1628,1.6280000000000001,5.243472136666882,6.546057229660928,9.80859856610356,90.58341263636771,0.0010247836646190825,3.64086152012973e-05,0.8359719105070212,9.416735874465646,1,0,0.09130617700000299
gaussian_posterior,0.01,riemannian,0.001,1665,1.665,4.90089510660696,6.203480199601006,9.744619465726204,90.2630048436633,0.0010400802544989895,3.7796433932370974e-05,0.840984673149899,9.737135224207469,1,0,0.09344284600000297
gaussian_posterior,0.01,riemannian,0.001,1702,1.702,4.576128503912008,5.878713596906054,9.68122451618296,89.93290709815878,0.001054337935325321,3.923030921598995e-05,0.8458724996494288,10.067224974208134,1,0,0.09557876400000254
gaussian_posterior,0.01,riemannian,0.001,1739,1.739,4.268356939403413,5.5709420323974586,9.618330469909177,89.59290933388185,0.00106756873166623,4.071016961928063e-05,0.8506367789162391,10.407215170319878,1,0,0.09770909700000185
gaussian_posterior,0.01,riemannian,0.001,1776,1.776,3.9767886859051265,5.279373778899172,9.55585499725867,89.24280265734723,0.0010797878050369481,4.223591306386621e-05,0.8552789955106279,10.757314686473725,1,0,0.0998421410000021
gaussian_posterior,0.01,riemannian,0.001,1813,1.813,3.7006563017674194,5.003241394761465,9.493716889217765,88.88237982126458,0.0010910133677559885,4.380737352543441e-05,0.8598007218370617,11.117730750987556,1,0,0.10197010100000226
gaussian_posterior,0.01,riemannian,0.001,1850,1.85,3.439217101055106,4.741802194049152,9.431836245966345,88.51143572597768,0.001101265809912698,4.5424384659505505e-05,0.8642036105236256,11.488668445139288,1,0,0.10410185300000219
gaussian_posterior,0.01,riemannian,0.001,1887,1.887,3.191753481336787,4.494338574330833,9.370134651803168,88.12976794876832,0.0011105679426634282,4.70866942179933e-05,0.868489387006559,11.870330173871515,1,0,0.10627543500000369
gaussian_posterior,0.01,riemannian,0.001,1924,1.924,2.9575731199869004,4.260158212980946,9.308535337043763,87.73717730101617,0.0011189440748617817,4.87940753685866e-05,0.8726598423372507,12.26291510863724,1,0,0.10846785000000425
